title,authors,average_rating,num_pages,ratings_count,isbn13
Jungle Love,Margaret Johnson/Philip Prowse,3.41,95,59,9780521750844
The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,0,22,9780802415318
Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,736,2418736,9781416524793
Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,508,196,9788495618771
Angeles & Demonios,Dan Brown/Raúl Amundaray,3.89,18,65,9780972859899
The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,489,1679706,9780307277671
The Da Vinci Code,Dan Brown,3.84,467,1120,9780767926034
Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,744,377,9782266144346
Deception Point,Dan Brown,3.71,736,4919,9781416524809
A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,383,456,9780786016068
The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,258,61760,9780671015206
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,320,88897,9781585424337
Think and Grow Rich,Napoleon Hill,4.18,368,48,9781932429237
Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,256,173,9780977616657
Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,288,253,9781563410901
Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,384,12748,9780345479174
The Richest Man in Babylon,George S. Clason,4.26,194,76451,9780451205360
Shibumi,Trevanian/Gisela Stege,4.21,480,9498,9781400098033
1776,David McCullough,4.07,386,166916,9780743226721
1776,Peter  Stone/Sherman Edwards,4.22,192,1299,9780140481396
The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,284,31,9780226014906
The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,418,200744,9781416500186
Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,5,26,9780310258971
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,399,190039,9780060838584
Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,384,811,9780141006871
Snow Flower and the Secret Fan,Lisa See,4.07,269,297533,9780812968064
The Broker,John Grisham,3.78,422,72361,9780385340540
The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,1344,11208,9780394720241
The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,320,28,9780345480606
Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,3.74,201,3877,9780060193393
Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,3.65,288,401,9781579546014
Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,405,814,9780972018418
The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,245,228,9780471743675
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,4.07,432,39,9780471430452
Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,3.15,368,26,9780805431575
Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,68,11178,9780679838869
Monkey Business,Sarah Mlynowski,3.67,392,3379,9780373250714
Liar's Poker,Michael   Lewis,4.15,256,22843,9780140143454
Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,214,13,9780802732293
Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,64,8,694055000612
Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,3.96,256,14103,9780307238276
Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,256,40125,9781400052585
Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4.09,240,8822,9780307346582
Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,4.09,256,3697,9781400052387
Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,304,1426,9780609609972
Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,287,275,9781400052370
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,320,628745,9780061234002
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,250,193,9788466625128
The Last Assassin (John Rain  #5),Barry Eisler,4.27,338,189,9780399153594
Life of Pi,Yann Martel,3.91,401,4318,9780156030205
L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,448,177,9780828808392
Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,400,102,9780140285970
A Million Little Pieces,James Frey,3.65,515,206011,9780307276902
A Million Little Pieces of Feces,Python Bonkers,3.56,256,43,9781411677319
A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,191,201,9780061171468
The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,458,873,9780787968335
Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,193,5354,9780446394598
Leadership in Organizations,Gary Yukl,3.68,542,55,9780131494848
Leadership,Rudolph W. Giuliani,3.72,397,1820,9780316861014
Men Are from Mars  Women Are from Venus,John Gray,3.55,368,132062,9780060574215
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,368,18,9780060192778
How to Succeed with Women,Ron  Louis/David Copeland,3.76,320,82,9780735200302
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,512,184418,9780553381672
Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,317,85094,9780393324815
Juiced Official Strategy Guide,Doug Walsh,0.0,112,0,9780744005615
The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,452,60946,9780140280197
Gates of Fire,Steven Pressfield,4.42,392,21934,9780553383683
Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07,414,16312,9780553295412
The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,721,146,9780812590104
The Afghan Campaign,Steven Pressfield,3.96,354,3002,9780385516419
Tides of War,Steven Pressfield,3.9,448,3422,9780553381399
Last of the Amazons,Steven Pressfield,3.76,400,2138,9780553382044
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4.0,168,53653,9780446691437
Gita on the Green,Stephen J. Rosen/Steven Pressfield,3.78,176,14,9780826413017
Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91,340,85,9780811701648
Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,4.1,160,226,9780140442755
Phaedrus,Plato/Robin Waterfield,3.92,128,29,9780192802774
Phaedrus,Plato/C.J. Rowe,3.92,176,236,9780140449747
Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,157,14,9780879756321
Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.5,125,26,9781890318239
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06,272,154,9780872207882
Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35,233,18,9780801435300
Statesman,Plato/C.J. Rowe,3.85,128,28,9780872204621
Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,208,8186,9780140449044
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,716,34727,9780140449082
The History (Great Minds),Herodotus/Henry Francis Cary,3.99,613,2,9780879757779
The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,772,271,9780192824257
The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,653,143,9780140440348
The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,464,40,9780393959468
The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,816,132,9780375400612
The History,Herodotus/Peter Grene,3.99,710,36,9780226327709
The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,683,288792,9780140275360
Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86,574,1058,9780872203525
The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,588,692,9780374529055
The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04,1556,54939,9780147712554
The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86,462,1919,9780140447941
The Iliad,Homer/W.H.D. Rouse,3.86,312,158,9780451527370
The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,3.86,216,212,9780872205420
The Odyssey,Homer/Robert Fagles/Bernard Knox,3.76,541,760871,9780143039952
The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,3.76,515,1713,9780374525743
The Odyssey,Homer/Richmond Lattimore,3.76,374,1131,9780060931957
The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76,324,2543,9780140449112
The Odyssey,Homer/W.H.D. Rouse,3.76,304,262,9780451527363
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,4.35,161,69,9780865165847
Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22,607,414,9780674995833
City Eclogue,Ed Roberson,4.13,136,67,9781891190230
The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,3.8,180,259,9780192837684
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94,272,55,9781558321250
The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.5,1808,578,9780141000589
The Complete Works,William Shakespeare,4.5,1248,62,9780517092941
Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02,289,609271,9780521618748
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,4.44,137,8159,9781557831576
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,3.64,272,888,9780062512796
The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,212,1204,9780062513342
Warrior of the Light,Paulo Coelho,3.7,142,22662,9780060527983
The Zahir,Paulo Coelho/Margaret Jull Costa,3.57,336,58917,9780060832810
By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57,208,70760,9780061122095
The Fifth Mountain,Paulo Coelho/Clifford E. Landers,3.62,256,1415,9780060930134
Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.7,210,132064,9780061124266
Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02,148,1658,9780140714548
Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,129,65,9780764586033
Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,240,102,9780764585685
Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,450,489,9780879232153
History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,4.32,496,208,9780674991200
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72,172,610,9780872201682
History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,4.35,400,38,9780674991224
The Peloponnesian War,Thucydides/Steven Lattimore,3.9,530,154,9780872203945
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.9,554,24,9780393971675
History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,4.29,480,35,9780674991873
Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,34,2,9780929524351
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,4.03,221,4483,9780226307800
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,4.21,228,3334,9780226307848
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,4.21,307,560,9780226307831
Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.4,312,679,9781590171806
Ten Plays,Euripides/Moses Hadas/John Maclean,4.17,432,1464,9780553213638
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,4.0,255,541,9780226307824
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,4.31,264,790,9780226307817
Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03,206,9197,9780140449297
Cyclops / Alcestis / Medea,Euripides/David Kovacs,4.23,432,61,9780674995604
Medea,Euripides/Donald J. Mastronarde,3.87,431,201,9780521643863
The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14,360,164,9780140447262
Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,3.88,160,154,9780195125986
Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,3.78,192,9,9780413752802
The Trojan Women and Hippolytus,Euripides,3.63,64,34,9780486424620
The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86,128,116,9780393325836
Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.1,282,158,9780192832603
Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,4.26,528,27,9780674995338
Alcestis,Euripides/William Arrowsmith,3.83,142,1950,9780195061666
Suppliant Women / Electra / Heracles,Euripides/David Kovacs,4.47,464,30,9780674995666
Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87,116,367,9780195145663
Euripides: Medea,William Allan,4.04,160,23,9780715631874
CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,69,5,9780822004240
Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,4.03,528,29,9780674995741
Helen / Phoenician Women / Orestes,Euripides/David Kovacs,4.07,605,25,9780674996007
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,4.03,144,12,9780715629949
The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43,672,46,9780226307664
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02,171,712,9780226307787
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,4.1,188,389,9780226307947
The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,4.02,304,77,9780195135923
The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,4.02,335,28726,9780140443332
Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,4.02,224,303,9780872203907
Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,4.1,160,4303,9780140441123
The Oresteia,Aeschylus/Ted Hughes,4.02,208,215,9780374527051
Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.02,178,12,9780812216271
The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,4.1,358,74,9780226307640
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,95,31,9780521539814
The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,4.02,127,63,9781400041923
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.1,232,12,9780812216714
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,4.02,151,89,9780486292427
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,4.1,208,1,9781419150012
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,4.14,254,5032,9780226307862
The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,3.97,288,553,9780452011670
The Complete Plays,Sophocles/Paul Roche,4.27,420,2883,9780451527844
The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,3.97,259,45589,9780156027649
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,3.97,430,2979,9780140444254
Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,3.97,304,109,9780872205857
The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,3.97,223,52,9780679431329
Electra and Other Plays,Sophocles/E.F. Watling,4.14,218,135,9780140440287
Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,3.94,178,13358,9780192835888
Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,3.7,75,141555,9781580495936
The Oedipus Plays of Sophocles,Sophocles/Paul Roche,3.97,390,8,9780451621603
Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,3.7,214,218,9780521617352
Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,3.7,144,740,9781416500339
Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,4.06,624,6086,9780452007178
Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,3.94,256,96,9780415907446
The Complete Plays,Aristophanes/Moses Hadas,4.21,577,1998,9780553213430
Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,3.83,336,4,9780812234565
Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,3.77,480,1,9780872203617
Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,3.95,241,3833,9780140448146
Acharnians,Aristophanes/Jeffrey Henderson,3.42,96,23,9781585100873
Clouds,Aristophanes/Kenneth James Dover,3.75,254,13,9780199120093
Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,4.07,624,69,9780674995376
Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,3.94,224,391,9780140441529
Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes/Dudley Fitts,4.03,400,14,9780156027656
Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,4.21,608,58,9780674995963
